,,,,,,,,
Параметры:,,,Начало периода: 01.01.2016 0:00:00,,,,,
,,,Конец периода: 31.12.2016 23:59:59,,,,,
,,,Склады: Щука,,,,,
,,,,,,,,
Период,,Склад,,Номенклатура,,Код,Количество начальный остаток,Количество расход
04.01.2016,,Щука,,Хлопушка С новым годом,,99-00001287,6.000,1.000
04.01.2016,,Щука,,Чековая книжка желаний Для Неё ,,01-00002450,2.000,1.000
04.01.2016,,Щука,,Шары Ньютона овал,,СК-00000090,5.000,1.000
04.01.2016,,Щука,,Шейкер с рецептами ,,99-00001439,1.000,1.000
04.01.2016,,Щука,,Шоколад Не взятка,,99-00000602,2.000,1.000
04.01.2016,,Щука,,Шоколад Смайлик желтый,,99-00000603,17.000,1.000
04.01.2016,,Щука,,Экспресс скульптор Pin art пластик Малый,,УТ000000983,2.000,1.000
05.01.2016,,Щука,,Батарейки мизинчиковые ААА  LR03 12 в уп. батарейка,,УТ000001012,233.000,7.000
05.01.2016,,Щука,,Батарейки пальчиковые АА  LR06 16 в уп. батарейка,,УТ000001013,301.000,3.000
05.01.2016,,Щука,,Блокнот Scratch note,,99-00000745,3.000,2.000
05.01.2016,,Щука,,Блокнотик Да/нет (для взвешенных решений),,01-00002158,4.000,1.000
05.01.2016,,Щука,,Бумага крафт Ромбы (лист) 20 шт/уп,,99-00000796,16.000,1.000
05.01.2016,,Щука,,Водный кольцеброс Телефон,,06-00000010,37.000,1.000
05.01.2016,,Щука,,Ежедневник Заметки капитана очевидность,,06-00000108,1.000,1.000
05.01.2016,,Щука,,"Жвачка ""Love is..."" блок МИКС в кор 20 блоков",,01-00003496,76.000,1.000
05.01.2016,,Щука,,Жвачка Love is.. (5 шт) по 15 в уп.,,99-00000300,68.000,1.000
05.01.2016,,Щука,,Зажигалка Электронная,,01-00002977,10.000,1.000
05.01.2016,,Щука,,Зеркало Печенька круглое,,УТ-00000026,2.000,1.000
05.01.2016,,Щука,,Значок Именинник,,06-00000083,5.000,1.000
05.01.2016,,Щука,,ИА Зая ушастый (синий),,99-00000644,3.000,1.000
05.01.2016,,Щука,,Игра Алко Твистер 31х20 см,,01-00001879,3.000,1.000
05.01.2016,,Щука,,Игра Воображариум,,01-00002652,1.000,1.000
05.01.2016,,Щука,,Игра Дженга (Джанга) Башня,,01-00003194,4.000,1.000
05.01.2016,,Щука,,Игра с карточками Для двоих,,01-00002938,16.000,1.000
05.01.2016,,Щука,,Игра Скажи иначе,,01-00003466,3.000,1.000
